Publicacion,Fecha / numero,Articulo o pasaje,Temas,Uso,Localizacion / fuente,Extracto
El Bidasoa,1916-06-18,fiesta de San Marcial. Hablando del en cerrarse las tabernai y los bares? creemos que pasarán rápida,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1916/1916-06-18 - El Bidasoa.pdf,"De aquí, que nadie sepa la hora que aflujo de multitudes que, como las que —Léese una instancia de la Maestra el concejal señor Olio. dad hacían sus preparativos para or­ vivimos en este pueblo... han acudido este mes, benefician á la municipal del barrio de Meaca, en la Contesta la presidencia que en la ganizar «con alguna formalidad» la Si no ¿cómo explicarnos el retraso ciudad. Las juerguecitas domingueras, que haciendo constar los servicios próxima sesión espera se trate del fiesta de San Marcial. Hablando del en cerrarse las tabernai y los bares? creemos que pasarán rápidamente de prestados durante nueve años, pide asunto. tiempo, decía:"
Ecos del Jaizkibel - 038 - Año VI n 179 - 1916 junio 24,1916-06-24,cado Guillermo. Tu error lo hemos haya esforzado mucho en confeccionar el día de San Marcial. A mi j,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1916/1916-06-24 - Ecos del Jaizkibel - 038 - Año VI n 179 - 1916 junio 24.pdf,"la tropa para un ataque tan poderoso? donde residen doscientas almas, trenamiento. poco, esa m ism a charanga tomará parte No, realmente, no eres solo el equivo­ No creo que la Comisión de festejos se en la romería que ha de tener lugar el 3.“ Selección de la tripulación. cado Guillermo. Tu error lo hemos haya esforzado mucho en confeccionar el día de San Marcial. A mi juicio.y según noticias el amigo comparlido todos; los iniciados y los no programa que acaban de presentarnos. Con músicos como esos se vá.... al Angel Aseguinolaza, muchacho inteli­ iniciados. Dijimos en otra ocasión que no desco­ cielo. Si me apuran mucho estoy por gente, de "
Ecos del Jaizkibel - 038 - Año VI n 179 - 1916 junio 24,1916-06-24,"mente.centenares de miles de seres h u ­ sica tamborrada, que hará su aparición tillas escribe, hici",musica,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1916/1916-06-24 - Ecos del Jaizkibel - 038 - Año VI n 179 - 1916 junio 24.pdf,"apenas si merecen la molestia de la más que se llamó «Carril,» se habló mucho guientes. A mi juicio y fundándom e en y se hiciaron comentarios diversos, dan­ los demás pueblos, creo que con unas leve cotización. Se despedazan anónima- Los individuos que constituyen la clá­ do lugar á que como los que estas cuar­ m il pesetas (sin contar la embarcación mente.centenares de miles de seres h u ­ sica tamborrada, que hará su aparición tillas escribe, hicieran resaltar las gran­ como es natural) tendríamos bastante manos, y la conciencia universal sigue por las calles el próximo miércoles, hace des sorpresas que pueden sobrevenir en para entrenar y"
Ecos del Jaizkibel - 038 - Año VI n 179 - 1916 junio 24,1916-06-24,y el esfuerzo en esta colaboración de por el Laboratorio Quím ico m unicipal y cial las ordenanzas m,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1916/1916-06-24 - Ecos del Jaizkibel - 038 - Año VI n 179 - 1916 junio 24.pdf,"ensayo. te. Concedido. nado el asunto, acordándose así. U nión y Jolastokieta. Algo mejor estaría empleado el dinero — Aprobadas por la Comisión provin­ Por tres goals á cero triunfaron los de — Relación de los-individuos multados y el esfuerzo en esta colaboración de por el Laboratorio Quím ico m unicipal y cial las ordenanzas municipales, se casa, sin que tuvieran que esforzarse atracción mùtua y engrandecimiento del acuerda ponerlas en vigor desde el 1.« de mucho para conseguir su airoso resul­ análisis realizados durante el últim o mes, pueblo, que.. , en aquellas campañas de resultando 70 buenos y 4 malos, hab ién ­ Jnlio próximo y abrir"
Ecos del Jaizkibel - 038 - Año VI n 179 - 1916 junio 24,1916-06-24,de las fiestas de San Pedro y San Marcial.,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1916/1916-06-24 - Ecos del Jaizkibel - 038 - Año VI n 179 - 1916 junio 24.pdf,"más que contados momentos, nable esta petición. Sin embargo— dice— Junio y 1.° de Julio de 1916 con Imotivo diluida por los vientos consulté el caso con el vocal de la comi­ de las fiestas de San Pedro y San Marcial. te esparces como la niebla, sión señor Abaigar, quien á su vez me mientras que]mi alma se puebla manifestó lu haWan hecho varios m úsi­ D IA 29 de negros presentimientos. cos indicaciones en igual sentido, peti­ A las seis de la mañana DIAN A por la"
Ecos del Jaizkibel - 038 - Año VI n 179 - 1916 junio 24,1916-06-24,En la segunda parte llegaron á em pa­ el popular him no de San Marcial.,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1916/1916-06-24 - Ecos del Jaizkibel - 038 - Año VI n 179 - 1916 junio 24.pdf,"Admitidas ambas renuncias, se n om ­ goal de un cañonazo. principales calles de la población tocando Ayuntamiento de Irún bra para ocupar dichos cargos á los se­ ñores Molinero y Martínez. En la segunda parte llegaron á em pa­ el popular him no de San Marcial. tarse los dos bandos. Los jugadores do­ — Comunicación de lu Dirección gene­ nostiarras trabajaban con mucho ardor. D IA 30 Sesión del día 18 de Junio de 191G. ral de Carabineros dando las gracias por Se desarrollaron preciosas jugadas, A las seis de la mañana, D iana de"
Ecos del Jaizkibel - 038 - Año VI n 179 - 1916 junio 24,1916-06-24,señores concejales. — Inform ación abierta á petición del al equipo del Real U nión. la gira al hist,"musica, ritual",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1916/1916-06-24 - Ecos del Jaizkibel - 038 - Año VI n 179 - 1916 junio 24.pdf,"poración municipal, presidida por el versario del fusilamiento de los carabi­ Otros dos goals metidos por no se blación. neros de Endarlaza. que jugadores iruneses, dieron el triunfo A las ocho de la mañana, se efectuará señor Echegoyen y con asistencia d« diez señores concejales. — Inform ación abierta á petición del al equipo del Real U nión. la gira al histórico monte de San Marcial concejal señor Olio sobre acusaciones Todos los contendientes rayaron á precedida por la Banda M unicipal y los Se da lectura al acta de la sesión ante­ rior que es aprobada. hechas por un empleado m unicipal. gran altura. Pero mencionemos la labor cabildos sec"
Ecos del Jaizkibel - 038 - Año VI n 179 - 1916 junio 24,1916-06-24,"regresado la señora viuda de Larrañaga. recer— á lajeconómía nacional,puestoque Buen surtido en pañe",mandos,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1916/1916-06-24 - Ecos del Jaizkibel - 038 - Año VI n 179 - 1916 junio 24.pdf,"nilles con su lindísima hija Marichu. no alcazó la doble intención de los peti­ — á donde fué con el fin cionarios y creyéndolos de buena fe, en Teléfono m Esquina Plaza San Juan.—IRÜN de asistir á la boda de su hijo Luis, ha vista deque la reforma beneficiaba— al pa­ regresado la señora viuda de Larrañaga. recer— á lajeconómía nacional,puestoque Buen surtido en pañería para Caballero — La encantadora señorita María Luisa era un buen jalón para abaratar el precio Echeandía ha venido de Madrid á pasar del pan, consintió en llevar á cabo la re­ con Sastrería y Cortador de 1 .« 'Orden la temporada estival. forma. Pero receloso de que le jugaran "
El Bidasoa,1916-06-25,"de San Marcial! Terminamos nuestro trabajo á hora pendientes, adornó la linda cara de su silenciosa.","mandos, companias",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1916/1916-06-25 - El Bidasoa.pdf,"fuego á la torre por consejo de su pro­ Irurzun. aparejadas, y con ellas, á guisa de do en la puerta áe sa casa, tranquila, ¡Oh, inolvidables fiestas pio dueño, y en ella perecieron abra­ de San Marcial! Terminamos nuestro trabajo á hora pendientes, adornó la linda cara de su silenciosa. Adentro estaban dormidos sados por las llamas 120 hombres con tal, que mi compañero hizo de ella novia, en la cual hubiera estampado su hija y la dueña, y vigilante el padre ¡Dichosos los tiempos que el capitán Purguet, siendo muertos ó fuerza (no hubo menester mucha) para luego un beso (¿por qué no diez?....) á de Luchi. no volverán! prisioneros la mayor par"
El Bidasoa,1916-06-25,"Ros, capitán de miqueletes señor Sá- tos argumentillos. Es una antigualla, Francam ente. No nos cabe","mandos, musica, ritual",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1916/1916-06-25 - El Bidasoa.pdf,"Olio, Mocorrea, Aguirreche y Casa- la belleza, en esa comparsa de C arna­ pobres bestias que no pueden'ni con el y defiende como en sus mejores tiem­ forales. Catedráticos del Instituto de devante^ comandante militar señor val retrasado. collarón; pese á todo... ahí lo fenemos pos. Pamplona y alcaldes del Baztán y Cuatro palabras paríi pulverizar e s­ para nuestra vergüenza. La segunda mitad, es monótona, se pueblos limítrofes, asistieron á los Ros, capitán de miqueletes señor Sá- tos argumentillos. Es una antigualla, Francam ente. No nos cabe en la ca­ ve un dominio absoluto ile Irún; los actos, felicitando al fundador del esta­ bater, capit"
El Bidasoa,1916-06-25,"ya no se celebrará más el Alarde. ¡Lo No podía menos que figurar un gran Lea usted “La E s fe ra "" de hoy",musica,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1916/1916-06-25 - El Bidasoa.pdf,"Se habla en ciertos corrillos de que El pal lido del 29 L a Banda municipal amenizó con ya no se celebrará más el Alarde. ¡Lo No podía menos que figurar un gran Lea usted “La E s fe ra "" de hoy unos bailables c a stizo s que la gente L IB R O S NUEVOS partido de fútbol en el program a de joven supo aprovechar. veremos! No hay razón ninguna para que después de la guerra no disfrute- festejos."
El Bidasoa,1916-06-25,"guerra, ¡á celebrar el Alarde con más",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1916/1916-06-25 - El Bidasoa.pdf,"muchos, ruego al señor Garayalde ña nos quedaremos in albis. LIBREBU de a r e n z a n a Seguramente que ese día la provin­ ili el ¡Ojo, veteranos! En cuanto acabe la cia deportiva entera, se dará cita en (presidente de la Comisión), que orde­ Paseo de Colón, 34 Amute. guerra, ¡á celebrar el Alarde con más ne esa innovación ó bien que en lugar entusiasmo que nunca! Es alegre, es ¡Cómo no! ¡Se vé cada niña...! de la jota sea un pasodoble el ejecu­ bonito, es antiguo, no ofende á nadie, La hora designada para dar comien­ tado. es in su stitu ib le . zo el partido ha sido la de las cinco y"
El Bidasoa,1916-06-25,"E n defensa del Alarde tará que los paisanos de Irún enel com­ restó alguna animación, sin embargo","cantineras, ritual",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1916/1916-06-25 - El Bidasoa.pdf,"alguna; y que si vamos á desentrañar número verá hi hiz en la mañana del que de ordinario. Algún asunto de im­ el asunto y la historia,-siempre resul­ El calor que se notó por la mañana portancia figura en el orden del día. E n defensa del Alarde tará que los paisanos de Irún enel com­ restó alguna animación, sin embargo por la tarde se levantó brisa, que hacía día 29. Cerca de las diez y media, ocupan bate de San Marcial, hicieron la g u e ­ muy agradable la estancia en Amute; los escaños los señores concejales: E LA C Ü IC A rra de defensa, que será eternamente El viernes próximo es San Marcial. alabada (¡no faltaba más!); que defen­ de hab"
El Bidasoa,1916-06-25,"Alarde, con muy buen acuerdo, porque cas; para term inar, no hay motivo co de shot sesgado m arcara ",companias,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1916/1916-06-25 - El Bidasoa.pdf,"periodística, cuando se quiere escribir canto de la hermosa música de San acuerda con g ran entusiasmo, visi­ un mediano artículo. Marcial, recogida en el pueblo en la r­ da por Alonso, Muguruza y Gaztaña- tarnos en día festivo á mediados del mesa. Este año ¡ay! tampoco tendremos gos años de luchas civiles y patrióti­ ga, pero no pudieron evitar que Urra- próximo mes de Julio. —Solicita doña Josefa Aguirre asis­ Alarde, con muy buen acuerdo, porque cas; para term inar, no hay motivo co de shot sesgado m arcara un precio­ T ras ellos como es consiguiente, tencia facultativa gratuita. A Alcal­ en las tristísimas circunstancias por­ so goal. ven"
Ecos del Jaizkibel - 040 - Año VI n 181 - 1916 julio 8,1916-07-08,"hacsn algunos— aunque enemigos del la charanga y la tamborrada, entonando","musica, companias",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1916/1916-07-08 - Ecos del Jaizkibel - 040 - Año VI n 181 - 1916 julio 8.pdf,"brindo el opúsculo de un nuevp pro­ el auxilio del amoniaco. no hay día que no se hable de ello. Lo con nosotros d u ra n te io s . cuatro días dp, yecto. jolgorio'. En la calle Santa Elena se alinearon hacsn algunos— aunque enemigos del la charanga y la tamborrada, entonando J. N ingún incidente que lamentar; nin-, proyecta— con mesura y discreción, re­ g'una nota discordante q u e ' criticar; el H im no dQ San Marcial y llevando conociendo la importancia grandísima ningúña ai bítrariedad que comentar. delante á una m ultitud enorme de la sana tendencia que les guía.,Otros, ' Podemos vanaglaiiarnos del resultado organizó el divertido corre-c"
Ecos del Jaizkibel - 040 - Año VI n 181 - 1916 julio 8,1916-07-08,"derruido, en la ermita de Santa Elena. una paja.....","companias, ritual",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1916/1916-07-08 - Ecos del Jaizkibel - 040 - Año VI n 181 - 1916 julio 8.pdf,"dos. Porque, parecerá á esas gentes glo del muro de cerramiento, por estar ción que he dado cuenta, no les cabía extraño, pero yo veo siempre que voy derruido, en la ermita de Santa Elena. una paja..... al Juego de Pelota, reunidas á las perso­ — Oficio de la Diputación provincial, El caso es que ahora se trata de orga­ nas más serías y formales y si la chifla­"
Ecos del Jaizkibel - 040 - Año VI n 181 - 1916 julio 8,1916-07-08,ayuda del vicio para enjugar sus lágri­ bañan urotzian erriak otedagozten. Len Buen surtido en pañer,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1916/1916-07-08 - Ecos del Jaizkibel - 040 - Año VI n 181 - 1916 julio 8.pdf,"menos sagrados son los del otro. Y si di rala. en uno hay pobres que necesitan la Eztul bal idor zamarra eguinla; Voz Donostiarrak; Bazeok zuelto gendia, ederrarekin; Aritu bada m utillak, prepa­ ayuda del vicio para enjugar sus lágri­ bañan urotzian erriak otedagozten. Len Buen surtido en pañería para Caballero mas y miserias, pobres hay en los de­ ra at-raunak dantzalzeko kostillak; ikúzi- izan dituk bi aldítan eta beti atzetikan. con Sastrería y Cortador de I.«' Orden más que requisren los mismos auxilios ko digiik zein dirán abillak; San Marcos"
